<DATE>;<TIME>;<CLOSE>;<SMA10>;<SMA20>;<SMA30>
20170213;210000;55.5600000;56.025999999999996;56.348;56.169666666666664
20170213;220000;55.5300000;55.951;56.291999999999994;56.171
20170213;230000;55.6200000;55.888;56.24149999999999;56.172000000000004
20170214;000000;55.6000000;55.803999999999995;56.19799999999999;56.169
20170214;110000;55.6200000;55.742000000000004;56.14799999999999;56.16666666666665
20170214;120000;55.9500000;55.708000000000006;56.105999999999995;56.17566666666666
20170214;130000;56.0400000;55.699;56.0715;56.18799999999999
20170214;140000;56.1000000;55.729000000000006;56.04100000000001;56.203999999999986
20170214;150000;56.1100000;55.77;56.013999999999996;56.19999999999998
20170214;160000;56.1400000;55.82700000000001;55.984500000000004;56.19566666666664
20170214;170000;56.2000000;55.891000000000005;55.9585;56.195666666666654
20170214;180000;56.2500000;55.96300000000001;55.95700000000001;56.18233333333332
20170214;190000;56.1300000;56.013999999999996;55.95100000000001;56.16566666666665
20170214;200000;55.8400000;56.038;55.92100000000001;56.14466666666666
20170214;210000;56.0000000;56.076;55.909000000000006;56.123999999999995
20170214;220000;56.1300000;56.093999999999994;55.90100000000001;56.102
20170214;230000;55.9200000;56.081999999999994;55.89050000000001;56.07500000000001
20170215;000000;55.9900000;56.07099999999999;55.90000000000001;56.051000000000016
20170215;110000;55.8600000;56.04600000000001;55.907999999999994;56.024666666666675
20170215;120000;55.7600000;56.008;55.917500000000004;55.99233333333334
20170215;130000;55.7400000;55.962;55.92650000000001;55.95966666666667
20170215;140000;55.7400000;55.911;55.937;55.94166666666668
20170215;150000;55.6700000;55.864999999999995;55.939499999999995;55.92233333333334
20170215;160000;55.6900000;55.85;55.944;55.89733333333334
20170215;170000;55.7400000;55.824;55.95;55.88066666666668
20170215;180000;55.8600000;55.797000000000004;55.945499999999996;55.866333333333344
20170215;190000;55.7600000;55.781000000000006;55.93149999999999;55.854000000000006
20170215;200000;55.7300000;55.75500000000001;55.913;55.851666666666674
20170215;210000;55.7900000;55.748000000000005;55.89699999999999;55.85466666666666
20170215;220000;55.8200000;55.754000000000005;55.88100000000001;55.86300000000001
20170215;230000;55.7600000;55.75600000000001;55.859;55.869666666666674
20170216;000000;55.7400000;55.75599999999999;55.8335;55.876666666666665
20170216;110000;55.7500000;55.76400000000001;55.814499999999995;55.88099999999999
20170216;120000;55.8500000;55.779999999999994;55.815;55.889333333333326
20170216;130000;55.8600000;55.791999999999994;55.80799999999999;55.89733333333332
20170216;140000;55.8100000;55.78700000000001;55.791999999999994;55.89266666666665
20170216;150000;56.1800000;55.82899999999999;55.80500000000001;55.89733333333332
20170216;160000;56.0400000;55.86;55.807500000000005;55.89533333333332
20170216;170000;55.9900000;55.88000000000001;55.81400000000001;55.89133333333332
20170216;180000;55.9700000;55.895;55.8245;55.885666666666665
20170216;190000;55.3700000;55.85600000000001;55.806;55.85799999999999
20170216;200000;55.3300000;55.81500000000001;55.78549999999999;55.82733333333332
20170216;210000;55.8200000;55.822;55.79299999999999;55.816999999999986
20170216;220000;55.7700000;55.814;55.797000000000004;55.81466666666665
20170216;230000;55.7100000;55.799;55.795500000000004;55.804999999999986
20170217;000000;55.7300000;55.791;55.78900000000001;55.79166666666666
20170217;110000;55.7400000;55.74699999999999;55.788;55.785666666666664
20170217;120000;55.5600000;55.699;55.779500000000006;55.77133333333333
20170217;130000;55.6200000;55.662;55.771;55.76333333333333
20170217;140000;55.1600000;55.581;55.738000000000014;55.743333333333325
20170217;150000;55.3300000;55.57700000000001;55.71650000000001;55.72966666666665
20170217;160000;55.3800000;55.58200000000001;55.69850000000001;55.71766666666666
20170217;170000;55.3500000;55.53499999999999;55.6785;55.706999999999994
20170217;180000;55.3900000;55.497;55.6555;55.697
20170217;190000;55.3700000;55.463;55.63099999999999;55.684666666666665
20170217;200000;55.5300000;55.443000000000005;55.617;55.67366666666667
20170217;210000;55.5600000;55.425;55.586;55.666999999999994
20170217;220000;55.5800000;55.427;55.563;55.662
20170217;230000;55.7300000;55.438;55.55;55.66
20170218;000000;55.8000000;55.501999999999995;55.5415;55.65933333333333
20170220;110000;55.9800000;55.56699999999999;55.57200000000002;55.666666666666664
20170220;120000;56.0700000;55.63600000000001;55.608999999999995;55.67766666666667
20170220;130000;56.4000000;55.74100000000001;55.638;55.69933333333333
20170220;140000;56.2200000;55.824;55.66050000000001;55.711666666666666
20170220;150000;56.2400000;55.911;55.687;55.72433333333333
20170220;160000;56.1400000;55.972;55.7075;55.73533333333333
20170220;170000;56.2400000;56.04;55.7325;55.73733333333334
20170220;180000;56.1000000;56.092;55.75949999999999;55.739333333333335
20170220;190000;56.2100000;56.14000000000001;55.789;55.74666666666667
20170220;200000;56.1100000;56.17099999999999;55.8365;55.751333333333335
20170220;210000;56.1600000;56.189;55.87800000000001;55.77766666666668
20170220;220000;56.1100000;56.193000000000005;55.91450000000001;55.803666666666665
20170220;230000;56.1300000;56.16600000000001;55.953500000000005;55.814
20170221;000000;56.1800000;56.162;55.99300000000001;55.82766666666668
20170221;110000;56.4400000;56.182;56.0465;55.852000000000004
20170221;120000;56.5500000;56.223;56.097500000000004;55.879333333333335
20170221;130000;56.6600000;56.265;56.152499999999996;55.910000000000004
20170221;140000;57.0400000;56.358999999999995;56.2255;55.95933333333333
20170221;150000;57.0700000;56.44500000000001;56.2925;56.007666666666665
20170221;160000;57.0300000;56.537;56.353999999999985;56.07000000000001
20170221;170000;57.1300000;56.634;56.411500000000004;56.13000000000001
20170221;180000;56.9900000;56.722;56.4575;56.18366666666668
20170221;190000;56.6600000;56.775;56.470499999999994;56.22733333333335
20170221;200000;57.0000000;56.85699999999999;56.50949999999999;56.28100000000001
20170221;210000;56.8900000;56.902;56.541999999999994;56.33166666666668
20170221;220000;56.8400000;56.931000000000004;56.577;56.37533333333334
20170221;230000;56.6800000;56.93299999999999;56.599000000000004;56.412666666666674
20170222;000000;56.7100000;56.9;56.62949999999999;56.45033333333334
20170222;110000;56.7300000;56.866;56.655499999999996;56.48366666666667
20170222;120000;56.5800000;56.821000000000005;56.678999999999995;56.50966666666667
20170222;130000;56.2400000;56.73199999999999;56.68300000000001;56.51833333333334
20170222;140000;56.3300000;56.666;56.693999999999996;56.52700000000001
20170222;150000;56.4400000;56.644000000000005;56.709500000000006;56.52833333333333
20170222;160000;56.2900000;56.573;56.714999999999996;56.53066666666666
20170222;170000;56.0900000;56.49300000000001;56.697500000000005;56.52566666666666
20170222;180000;55.8800000;56.397000000000006;56.66400000000001;56.517
20170222;190000;55.8500000;56.314;56.6235;56.504
20170222;200000;55.7400000;56.217000000000006;56.5585;56.49199999999999
20170222;210000;55.9300000;56.137;56.5015;56.48266666666666
20170222;220000;55.8500000;56.064;56.442499999999995;56.474
20170222;230000;55.7800000;56.01800000000001;56.374999999999986;56.46133333333333
20170223;000000;55.7800000;55.963;56.314499999999995;56.450333333333326
20170224;110000;56.3600000;55.955;56.2995;56.45799999999999
20170224;120000;56.2700000;55.952999999999996;56.263;56.46099999999999
20170224;130000;56.2500000;55.968999999999994;56.23100000000001;56.45466666666666
20170224;140000;56.2800000;56.00899999999999;56.202999999999996;56.44566666666666
20170224;150000;56.1900000;56.043000000000006;56.1785;56.42999999999999
20170224;160000;56.0800000;56.077;56.14699999999999;56.397999999999996
20170224;170000;55.8900000;56.07299999999999;56.105;56.35866666666666
20170224;180000;56.0700000;56.095000000000006;56.079499999999996;56.32666666666666
20170224;190000;56.1600000;56.132999999999996;56.0755;56.29433333333332
20170227;110000;56.5000000;56.205;56.084;56.278
20170227;120000;56.6900000;56.237999999999985;56.096500000000006;56.279
20170227;130000;56.6300000;56.274;56.11350000000001;56.26666666666667
20170227;140000;56.5200000;56.301;56.135000000000005;56.25433333333334
20170227;150000;56.4200000;56.315;56.16200000000001;56.24033333333334
20170227;160000;56.4800000;56.343999999999994;56.19350000000001;56.23366666666667
20170227;170000;56.5800000;56.394000000000005;56.23549999999999;56.22933333333334
20170227;180000;56.4600000;56.451;56.261999999999986;56.220333333333336
20170227;190000;56.2500000;56.46900000000001;56.282;56.20933333333334
20170227;200000;56.2000000;56.473;56.30300000000001;56.208000000000006
20170227;210000;56.1500000;56.438;56.3215;56.20200000000001
20170227;220000;56.0800000;56.376999999999995;56.30749999999999;56.19000000000001
20170227;230000;55.9700000;56.31099999999999;56.292500000000004;56.179333333333346
20170228;000000;56.0900000;56.26800000000001;56.2845;56.17933333333334
20170228;110000;56.4800000;56.274;56.294500000000006;56.19933333333334
20170228;120000;56.4500000;56.271;56.307500000000005;56.21933333333334
20170228;130000;56.2800000;56.24100000000001;56.31750000000001;56.23733333333333
20170228;140000;56.3500000;56.230000000000004;56.340500000000006;56.25133333333333
20170228;150000;56.2700000;56.232000000000006;56.35050000000001;56.265333333333324
20170228;160000;56.2200000;56.234;56.35350000000001;56.28
20170228;170000;55.9200000;56.211;56.324500000000015;56.284666666666666
20170228;180000;55.9000000;56.193000000000005;56.28500000000001;56.26933333333333
20170228;190000;55.8800000;56.184000000000005;56.2475;56.256333333333345
20170228;200000;55.7800000;56.153;56.2105;56.24066666666668
20170228;210000;55.7700000;56.08200000000001;56.178;56.223666666666674
20170228;220000;56.4000000;56.077;56.174;56.23066666666668
20170228;230000;56.4500000;56.093999999999994;56.167500000000004;56.243000000000016
20170301;000000;56.4600000;56.105;56.1675;56.26200000000002
20170301;110000;56.3300000;56.11099999999999;56.171499999999995;56.270666666666685
20170301;120000;56.4300000;56.13199999999999;56.18300000000001;56.279666666666685
20170301;130000;56.8000000;56.21999999999999;56.2155;56.28966666666668
20170301;140000;56.7600000;56.306000000000004;56.2495;56.292000000000016
20170301;150000;56.7100000;56.388999999999996;56.286500000000004;56.29466666666667
20170301;160000;56.7300000;56.484;56.31849999999999;56.30166666666667
20170301;170000;56.7600000;56.583000000000006;56.3325;56.313
20170301;180000;56.8100000;56.624;56.3505;56.324
20170301;190000;56.7200000;56.650999999999996;56.3725;56.32866666666667
20170301;200000;56.4900000;56.653999999999996;56.37949999999999;56.32966666666666
20170301;210000;56.3800000;56.659000000000006;56.385000000000005;56.333999999999996
20170301;220000;56.4600000;56.662;56.397000000000006;56.34266666666667
20170301;230000;56.3900000;56.621;56.420500000000004;56.350666666666676
20170302;000000;56.3200000;56.577;56.441500000000005;56.35866666666667
20170302;110000;56.3400000;56.54;56.4645;56.371
20170302;120000;56.3600000;56.503;56.493500000000004;56.379999999999995
20170302;130000;56.0000000;56.427;56.50500000000001;56.364000000000004
20170302;140000;55.8900000;56.335;56.479500000000016;56.345333333333336
20170302;150000;55.9200000;56.254999999999995;56.45300000000001;56.33333333333334
20170302;160000;55.7800000;56.184000000000005;56.419000000000004;56.31433333333334
20170302;170000;55.5400000;56.1;56.37950000000001;56.29
20170302;180000;55.6300000;56.01700000000001;56.33950000000001;56.27033333333334
20170302;190000;55.4200000;55.92;56.270500000000006;56.25366666666667
20170302;200000;55.4000000;55.827999999999996;56.2025;56.23700000000001
20170302;210000;55.3400000;55.72800000000001;56.13399999999999;56.21900000000001
20170302;220000;55.1800000;55.60999999999999;56.05649999999999;56.19900000000002
20170302;230000;55.1000000;55.519999999999996;55.97349999999999;56.176666666666684
20170303;000000;55.1300000;55.444;55.8895;56.13433333333335
20170303;110000;55.2900000;55.38100000000001;55.818;56.09566666666668
20170303;120000;55.3600000;55.33900000000001;55.76149999999999;56.059000000000005
20170303;130000;55.1300000;55.298000000000016;55.699;56.01900000000001
20170303;140000;55.3200000;55.26700000000001;55.641999999999996;55.982000000000006
20170303;150000;55.2600000;55.25100000000001;55.5855;55.93066666666667
20170303;160000;55.1400000;55.225;55.52650000000001;55.876666666666665
20170303;170000;55.2400000;55.214999999999996;55.471500000000006;55.827666666666666
20170303;180000;55.4800000;55.24499999999999;55.427499999999995;55.785999999999994
20170303;190000;55.5000000;55.285000000000004;55.402499999999996;55.744
20170303;200000;55.6000000;55.33200000000001;55.388;55.70366666666666
20170303;210000;55.6300000;55.36600000000001;55.373500000000014;55.66733333333333
20170303;220000;55.6500000;55.395;55.36700000000002;55.63933333333333
20170303;230000;55.8300000;55.464999999999996;55.3815;55.621
20170304;000000;55.7100000;55.504;55.3855;55.596000000000004
20170306;110000;55.4700000;55.52499999999999;55.38800000000001;55.56533333333334
20170306;120000;55.5000000;55.56099999999999;55.39300000000001;55.53800000000001
20170306;130000;55.6700000;55.603999999999985;55.4095;55.515666666666675
20170306;140000;55.6200000;55.617999999999995;55.43149999999999;55.491
20170306;150000;55.4900000;55.617;55.451;55.474000000000004
20170306;160000;55.6400000;55.621;55.47650000000001;55.46566666666668
20170306;170000;55.7700000;55.635000000000005;55.50050000000001;55.46066666666668
20170306;180000;55.9100000;55.661;55.528000000000006;55.46500000000002
20170306;190000;56.0700000;55.685;55.575;55.482666666666674
20170306;200000;55.8000000;55.693999999999996;55.59899999999999;55.48833333333334
20170306;210000;55.8400000;55.73100000000001;55.627999999999986;55.50233333333334
20170306;220000;55.9100000;55.772000000000006;55.6665;55.519333333333336
20170306;230000;56.0300000;55.80799999999999;55.705999999999996;55.54233333333333
20170307;000000;56.0200000;55.84799999999999;55.73299999999999;55.57033333333333
20170307;110000;55.8700000;55.88599999999999;55.751499999999986;55.596
20170307;120000;56.0300000;55.92499999999999;55.77299999999999;55.626
20170307;130000;56.0400000;55.951999999999984;55.793499999999995;55.650999999999996
20170307;140000;56.1000000;55.97099999999999;55.815999999999995;55.67566666666666
20170307;150000;56.1500000;55.979000000000006;55.831999999999994;55.70966666666666
20170307;160000;56.2700000;56.02600000000001;55.85999999999999;55.741333333333316
20170307;170000;56.4400000;56.086;55.908500000000004;55.780666666666654
20170307;180000;56.4100000;56.136;55.95399999999999;55.82299999999999
20170307;190000;56.0400000;56.136999999999986;55.97249999999999;55.84966666666666
20170307;200000;56.0600000;56.141;55.994499999999995;55.86899999999999
20170307;210000;56.0100000;56.154999999999994;56.02049999999999;55.88599999999999
20170307;220000;55.9500000;56.147000000000006;56.03599999999999;55.89766666666666
20170307;230000;55.9100000;56.134;56.04299999999999;55.907000000000004
20170308;000000;55.9000000;56.114;56.042500000000004;55.91533333333334
20170309;110000;53.5800000;55.857000000000006;55.91799999999999;55.840333333333334
20170309;120000;53.7600000;55.605999999999995;55.815999999999995;55.775333333333336
20170309;130000;53.3500000;55.29699999999999;55.6915;55.70466666666667
20170309;140000;51.7700000;54.833000000000006;55.484500000000004;55.58033333333333
20170309;150000;52.2800000;54.456999999999994;55.29699999999999;55.46733333333332
20170309;160000;51.9000000;54.041;55.09100000000001;55.343333333333334
20170309;170000;52.4700000;53.687;54.92100000000001;55.242666666666665
20170309;180000;52.5600000;53.348;54.74749999999999;55.13999999999999
20170309;190000;52.1600000;52.973;54.55350000000001;55.019666666666666
20170309;200000;51.9400000;52.577;54.3455;54.88733333333334
20170309;210000;51.6900000;52.388;54.1225;54.74133333333334
20170309;220000;51.6900000;52.181;53.893499999999996;54.60433333333334
20170309;230000;52.1100000;52.056999999999995;53.676999999999985;54.480000000000004
20170310;000000;52.6200000;52.141999999999996;53.4875;54.370333333333335
20170310;110000;52.3100000;52.145;53.301;54.24633333333333
20170310;120000;52.4900000;52.20399999999999;53.1225;54.12866666666667
20170310;130000;52.5900000;52.215999999999994;52.951499999999996;54.01933333333333
20170310;140000;52.4100000;52.201;52.7745;53.898666666666664
20170310;150000;52.4400000;52.229;52.60100000000001;53.77866666666667
20170310;160000;52.5400000;52.289;52.43300000000001;53.66
20170310;170000;52.7900000;52.39899999999999;52.393499999999996;53.547999999999995
20170310;180000;52.2400000;52.45399999999999;52.317499999999995;53.41366666666666
20170310;190000;51.7200000;52.415000000000006;52.236000000000004;53.25633333333332
20170310;200000;51.7700000;52.330000000000005;52.236000000000004;53.10166666666667
20170310;210000;51.3000000;52.229;52.187;52.943666666666665
20170310;220000;51.5700000;52.137;52.17049999999999;52.794
20170310;230000;51.2500000;52.003;52.109500000000004;52.63533333333333
20170311;000000;51.3100000;51.89300000000001;52.047000000000004;52.480666666666664
20170313;110000;51.2700000;51.775999999999996;52.0025;52.326
20170313;120000;51.3200000;51.653999999999996;51.97149999999999;52.173333333333325
20170313;130000;51.3500000;51.510000000000005;51.954499999999996;52.09899999999998
20170313;140000;51.0500000;51.391;51.9225;52.00866666666665
20170313;150000;51.3200000;51.351;51.883;51.94099999999999
20170313;160000;51.3700000;51.311;51.8205;51.927666666666646
20170313;170000;51.3700000;51.318000000000005;51.7735;51.897333333333314
20170313;180000;51.3800000;51.299;51.718;51.87999999999998
20170313;190000;51.2900000;51.303;51.653;51.84066666666665
20170313;200000;51.4800000;51.32000000000001;51.606500000000004;51.804666666666655
20170313;210000;51.3100000;51.324;51.55;51.77633333333332
20170313;220000;51.3400000;51.326;51.489999999999995;51.75633333333331
20170313;230000;51.3600000;51.32700000000001;51.41850000000001;51.74533333333331
20170314;000000;51.4300000;51.364999999999995;51.37800000000001;51.73666666666666
20170314;110000;51.3500000;51.367999999999995;51.359500000000004;51.71133333333332
20170314;120000;51.5000000;51.38099999999999;51.346000000000004;51.67399999999999
20170314;130000;51.5600000;51.4;51.359;51.648999999999994
20170314;140000;51.7900000;51.440999999999995;51.36999999999999;51.62566666666666
20170314;150000;51.1900000;51.431000000000004;51.367;51.578999999999986
20170314;160000;50.7200000;51.355000000000004;51.3375;51.52266666666666
20170314;170000;50.3900000;51.263;51.29350000000001;51.45433333333333
20170314;180000;50.4700000;51.176;51.251;51.38533333333333
20170314;190000;50.8200000;51.122;51.22450000000001;51.31966666666667
20170314;200000;50.4500000;51.024;51.194500000000005;51.260000000000005
20170314;210000;50.7900000;50.968;51.168000000000006;51.229000000000006
20170314;220000;50.9200000;50.910000000000004;51.1455;51.20066666666667
20170314;230000;51.1200000;50.866;51.133;51.19466666666667
20170315;000000;51.5600000;50.843;51.141999999999996;51.19433333333333
20170315;110000;51.6500000;50.888999999999996;51.16000000000001;51.20766666666667
20170315;120000;51.5500000;50.971999999999994;51.163500000000006;51.21566666666667
20170315;130000;51.6800000;51.101;51.181999999999995;51.22933333333334
20170315;140000;51.8300000;51.237;51.20649999999999;51.24633333333333
20170315;150000;51.8800000;51.343;51.232499999999995;51.26400000000001
20170315;160000;51.6700000;51.464999999999996;51.244499999999995;51.28466666666667
20170315;170000;51.5800000;51.544000000000004;51.25599999999999;51.29333333333334
20170315;180000;51.8600000;51.638;51.27399999999999;51.309666666666665
20170315;190000;51.6400000;51.69;51.278;51.31866666666667
20170315;200000;51.6300000;51.697;51.27;51.327000000000005
20170315;210000;51.4000000;51.672000000000004;51.280499999999996;51.33066666666669
20170315;220000;51.8600000;51.702999999999996;51.3375;51.34333333333334
20170315;230000;51.8900000;51.724000000000004;51.4125;51.36266666666667
20170316;000000;51.9700000;51.738;51.4875;51.38366666666668
20170316;110000;52.4700000;51.797000000000004;51.57000000000001;51.42066666666667
20170316;120000;52.3200000;51.862;51.6635;51.45033333333333
20170316;130000;52.3500000;51.939;51.74150000000001;51.483666666666664
20170316;140000;52.2100000;51.974000000000004;51.806000000000004;51.507333333333335
20170316;150000;52.2700000;52.037;51.86350000000001;51.531
20170316;160000;52.0800000;52.081999999999994;51.88950000000001;51.54066666666667
20170316;170000;51.7400000;52.116;51.894000000000005;51.55899999999999
20170316;180000;51.8500000;52.114999999999995;51.909000000000006;51.596666666666664
20170316;190000;51.8300000;52.109;51.916500000000006;51.64466666666666
20170316;200000;51.7400000;52.086;51.91200000000001;51.68699999999999
20170316;210000;51.7600000;52.01500000000001;51.90600000000002;51.71833333333333
20170316;220000;51.7000000;51.95300000000001;51.907500000000006;51.75999999999999
20170316;230000;51.7800000;51.896;51.917500000000004;51.793
20170317;000000;51.7400000;51.849000000000004;51.911500000000004;51.82033333333333
20170317;110000;51.6000000;51.782000000000004;51.9095;51.83633333333333
20170317;120000;51.6900000;51.74300000000001;51.9125;51.84066666666667
20170317;130000;51.9600000;51.765;51.94050000000001;51.851
20170317;140000;52.0700000;51.787;51.951;51.86833333333333
20170317;150000;51.9400000;51.798;51.953500000000005;51.877
20170317;160000;51.9800000;51.822;51.95400000000001;51.88200000000001
20170317;170000;51.9900000;51.84499999999999;51.93000000000001;51.88566666666668
20170317;180000;51.7800000;51.852999999999994;51.903000000000006;51.88933333333333
20170317;190000;51.6800000;51.842999999999996;51.8695;51.89266666666667
20170317;200000;51.7500000;51.84400000000001;51.84649999999999;51.889
20170317;210000;51.7400000;51.85799999999999;51.81999999999999;51.89233333333334
20170317;220000;51.7600000;51.86500000000001;51.80400000000001;51.89666666666667
20170317;230000;51.7500000;51.84400000000001;51.804500000000004;51.90833333333334
20170318;000000;51.7500000;51.812;51.79949999999999;51.90466666666667
20170320;110000;51.4200000;51.760000000000005;51.778999999999996;51.88900000000001
20170320;120000;51.4700000;51.709;51.765499999999996;51.872333333333344
20170320;130000;51.0700000;51.617000000000004;51.730999999999995;51.82566666666667
20170320;140000;51.2400000;51.563;51.70799999999999;51.789666666666676
20170320;150000;51.2600000;51.521;51.682;51.75333333333334
20170320;160000;51.0700000;51.452999999999996;51.6485;51.71533333333333
20170320;170000;51.3000000;51.40899999999999;51.633500000000005;51.68299999999999
20170320;180000;51.7400000;51.407000000000004;51.636;51.67166666666667
20170320;190000;51.5400000;51.386;51.61500000000001;51.665
20170320;200000;51.6700000;51.37800000000001;51.595000000000006;51.65899999999999
20170320;210000;51.7300000;51.409000000000006;51.584500000000006;51.65566666666666
20170320;220000;51.6600000;51.42800000000001;51.56850000000001;51.653
20170320;230000;51.6700000;51.488;51.552499999999995;51.65
20170321;000000;51.6600000;51.53000000000001;51.546499999999995;51.64866666666667
20170321;110000;52.0000000;51.604000000000006;51.5625;51.65600000000001
20170321;120000;52.1000000;51.70700000000001;51.579999999999984;51.668000000000006
20170321;130000;52.0200000;51.778999999999996;51.593999999999994;51.68200000000001
20170321;140000;51.9800000;51.803;51.605;51.69166666666668
20170321;150000;52.0100000;51.85;51.617999999999995;51.69333333333335
20170321;160000;51.7000000;51.85300000000001;51.6155;51.68100000000001
20170321;170000;51.7200000;51.852;51.6305;51.673666666666676
20170321;180000;51.5100000;51.837;51.63250000000001;51.65800000000001
20170321;190000;51.1500000;51.78499999999999;51.6365;51.63
20170321;200000;51.1100000;51.73;51.63000000000001;51.60766666666666
20170321;210000;50.8600000;51.616;51.61;51.58033333333333
20170321;220000;51.0600000;51.511999999999986;51.609500000000004;51.55733333333332
20170321;230000;50.9400000;51.403999999999996;51.59150000000001;51.53066666666666
20170322;000000;50.9300000;51.299;51.55100000000001;51.503
20170322;110000;50.6400000;51.162;51.50600000000001;51.466
20170322;120000;50.5200000;51.044;51.4485;51.425
20170322;130000;50.2700000;50.898999999999994;51.3755;51.38666666666666
20170322;140000;50.2200000;50.769999999999996;51.3035;51.345000000000006
20170322;150000;50.2600000;50.681;51.23299999999999;51.318
20170322;160000;50.2800000;50.59799999999999;51.164;51.28600000000001
20170322;170000;50.2700000;50.539;51.0775;51.25300000000001
20170322;180000;50.1300000;50.44599999999999;50.97899999999999;51.22166666666668
20170322;190000;50.5300000;50.404999999999994;50.90449999999999;51.19600000000001
20170322;200000;50.4700000;50.359;50.82899999999999;51.15366666666668
20170322;210000;50.7800000;50.373000000000005;50.7675;51.12833333333334
20170322;220000;50.7000000;50.391000000000005;50.7175;51.096000000000004
20170322;230000;50.7300000;50.437;50.66799999999999;51.06266666666667
20170323;000000;50.7300000;50.48800000000001;50.629;51.031666666666666
20170323;110000;50.8600000;50.54800000000001;50.6145;51.004666666666665
20170323;120000;50.7500000;50.595000000000006;50.5965;50.974333333333334
20170323;130000;51.0300000;50.67100000000001;50.605000000000004;50.942
20170323;140000;50.9600000;50.754000000000005;50.6;50.903999999999996
20170323;150000;50.8100000;50.782;50.593500000000006;50.86366666666665
20170323;160000;50.5200000;50.787;50.573;50.81499999999999
20170323;170000;50.4100000;50.749999999999986;50.56150000000001;50.76166666666666
20170323;180000;50.4800000;50.727999999999994;50.5595;50.721
20170323;190000;50.5900000;50.714;50.5755;50.68333333333332
20170323;200000;50.6900000;50.71000000000001;50.599000000000004;50.65599999999999
20170323;210000;50.6400000;50.688;50.618;50.639
20170323;220000;50.6300000;50.676;50.6355;50.62300000000001
20170323;230000;50.5400000;50.626999999999995;50.649;50.61233333333334
20170324;000000;50.5400000;50.585;50.66949999999999;50.595000000000006
20170324;110000;50.7000000;50.574;50.678;50.58700000000001
20170324;120000;50.6800000;50.59;50.68849999999999;50.57866666666668
20170324;130000;50.9700000;50.646;50.69799999999999;50.58966666666667
20170324;140000;50.7800000;50.676;50.70199999999999;50.59833333333334
20170324;150000;50.7900000;50.696;50.70499999999999;50.61566666666668
20170324;160000;50.7200000;50.699;50.7045;50.63233333333334
20170324;170000;50.6700000;50.702000000000005;50.695;50.646
20170324;180000;50.6100000;50.7;50.688;50.657000000000004
20170324;190000;50.6500000;50.711000000000006;50.669;50.66966666666667
20170324;200000;50.6000000;50.717;50.650999999999996;50.68533333333333
20170324;210000;50.7500000;50.722;50.647999999999996;50.69266666666667
20170324;220000;50.8700000;50.741;50.665499999999994;50.70599999999999
20170324;230000;50.9200000;50.736000000000004;50.690999999999995;50.71066666666666
20170325;000000;51.0300000;50.761;50.71849999999999;50.721666666666664
20170327;110000;50.5300000;50.735;50.71549999999999;50.71499999999999
20170327;120000;50.6100000;50.724000000000004;50.711499999999994;50.71099999999999
20170327;130000;50.5300000;50.709999999999994;50.705999999999996;50.699999999999996
20170327;140000;50.5700000;50.706;50.703;50.69399999999999
20170327;150000;50.5500000;50.696000000000005;50.7035;50.67799999999998
20170327;160000;50.4400000;50.68;50.6985;50.66066666666666
20170327;170000;50.2600000;50.631;50.6765;50.642333333333326
20170327;180000;50.4100000;50.585;50.663;50.63866666666666
20170327;190000;50.7600000;50.568999999999996;50.65249999999999;50.65033333333333
20170327;200000;50.7200000;50.538;50.649499999999996;50.658333333333324
20170327;210000;50.6400000;50.549;50.641999999999996;50.66
20170327;220000;50.7600000;50.564;50.64399999999999;50.662333333333336
20170327;230000;50.7900000;50.59;50.64999999999999;50.66733333333333
20170328;000000;50.7900000;50.612;50.65899999999999;50.67266666666668
